title,issue,files,urls,system
"Tiger-Disk, Tiger Disk",Tiger-Disk #20,td020.zip,http://csdb.dk/getinternalfile.php/76140/td020.zip,Commodore 64
"Tiger-Disk, Tiger Disk",Tiger-Disk #21,"td021tsi.zip, td21.zip","http://csdb.dk/getinternalfile.php/76059/td21.zip, https://csdb.dk/getinternalfile.php/222562/td021_tsi.zip",Commodore 64
"Tiger-Disk, Tiger Disk",Tiger-Disk #22,td022.zip,http://csdb.dk/getinternalfile.php/76141/td022.zip,Commodore 64
"Tiger-Disk, Tiger Disk",Tiger-Disk #23,td023.zip,http://csdb.dk/getinternalfile.php/76142/td023.zip,Commodore 64
"Tiger-Disk, Tiger Disk",Tiger-Disk #24,td024.zip,http://csdb.dk/getinternalfile.php/76143/td024.zip,Commodore 64
"Tiger-Disk, Tiger Disk",Tiger-Disk #25,td025.zip,http://csdb.dk/getinternalfile.php/76144/td025.zip,Commodore 64
"Tiger-Disk, Tiger Disk",Tiger-Disk #26,td026.zip,http://csdb.dk/getinternalfile.php/76145/td026.zip,Commodore 64
"Tiger-Disk, Tiger Disk",Tiger-Disk #27,td27.zip,http://csdb.dk/getinternalfile.php/76058/td27.zip,Commodore 64
"Tiger-Disk, Tiger Disk",Tiger-Disk #28,"tigerdisk28.zip, td028.zip","http://csdb.dk/getinternalfile.php/76146/td028.zip, http://csdb.dk/getinternalfile.php/173021/tigerdisk28.zip",Commodore 64
"Tiger-Disk, Tiger Disk",Tiger-Disk #29,tigerdisk29.zip,http://csdb.dk/getinternalfile.php/24824/tigerdisk29.zip,Commodore 64
"Tiger-Disk, Tiger Disk",Tiger-Disk #3,tigerdisk003.zip,http://csdb.dk/getinternalfile.php/73458/Tiger_Disk_003.zip,Commodore 64
"Tiger-Disk, Tiger Disk",Tiger-Disk #30,"td030full.zip, td30a.d64","http://csdb.dk/getinternalfile.php/7212/td30a.d64, http://csdb.dk/getinternalfile.php/100317/TD-030_full.zip",Commodore 64
"Tiger-Disk, Tiger Disk",Tiger-Disk #31,tigerdisk31.zip,http://csdb.dk/getinternalfile.php/24825/tigerdisk31.zip,Commodore 64
"Tiger-Disk, Tiger Disk",Tiger-Disk #32,tigerdisk32.zip,http://csdb.dk/getinternalfile.php/24826/tigerdisk32.zip,Commodore 64
"Tiger-Disk, Tiger Disk",Tiger-Disk #33,tigerdisk33.zip,http://csdb.dk/getinternalfile.php/24827/tigerdisk33.zip,Commodore 64
"Tiger-Disk, Tiger Disk",Tiger-Disk #34,td34.zip,http://csdb.dk/getinternalfile.php/40847/td34.zip,Commodore 64
"Tiger-Disk, Tiger Disk",Tiger-Disk #35,td35.zip,http://csdb.dk/getinternalfile.php/40848/td35.zip,Commodore 64
"Tiger-Disk, Tiger Disk",Tiger-Disk #36,td36.zip,http://csdb.dk/getinternalfile.php/40862/td36.zip,Commodore 64
"Tiger-Disk, Tiger Disk",Tiger-Disk #37,td37.zip,http://csdb.dk/getinternalfile.php/40863/td37.zip,Commodore 64
"Tiger-Disk, Tiger Disk",Tiger-Disk #38,td38.zip,http://csdb.dk/getinternalfile.php/40864/td38.zip,Commodore 64
"Tiger-Disk, Tiger Disk",Tiger-Disk #39,td39.zip,http://csdb.dk/getinternalfile.php/40865/td39.zip,Commodore 64
"Tiger-Disk, Tiger Disk",Tiger-Disk #4,tigerdisk04.zip,http://csdb.dk/getinternalfile.php/54156/tigerdisk04.zip,Commodore 64
"Tiger-Disk, Tiger Disk",Tiger-Disk #40,td40.zip,http://csdb.dk/getinternalfile.php/40866/td40.zip,Commodore 64
"Tiger-Disk, Tiger Disk",Tiger-Disk #41,td41.zip,http://csdb.dk/getinternalfile.php/40867/td41.zip,Commodore 64
"Tiger-Disk, Tiger Disk",Tiger-Disk #42,td42.zip,http://csdb.dk/getinternalfile.php/40868/td42.zip,Commodore 64
"Tiger-Disk, Tiger Disk",Tiger-Disk #43,tigerdisk043.zip,http://csdb.dk/getinternalfile.php/69644/Tiger_Disk_043.zip,Commodore 64
"Tiger-Disk, Tiger Disk",Tiger-Disk #44,td044.zip,http://csdb.dk/getinternalfile.php/73461/td044.zip,Commodore 64
"Tiger-Disk, Tiger Disk",Tiger-Disk #45,td45.zip,http://csdb.dk/getinternalfile.php/75944/td45.zip,Commodore 64
"Tiger-Disk, Tiger Disk",Tiger-Disk #46,td46.zip,http://csdb.dk/getinternalfile.php/75946/td46.zip,Commodore 64
"Tiger-Disk, Tiger Disk",Tiger-Disk #47,"td47.zip, td047full.zip","http://csdb.dk/getinternalfile.php/75947/td47.zip, http://csdb.dk/getinternalfile.php/100319/TD-047_full.zip",Commodore 64
"Tiger-Disk, Tiger Disk",Tiger-Disk #48,td48.zip,http://csdb.dk/getinternalfile.php/75948/td48.zip,Commodore 64
"Tiger-Disk, Tiger Disk",Tiger-Disk #49,td49.zip,http://csdb.dk/getinternalfile.php/54100/td49.zip,Commodore 64
"Tiger-Disk, Tiger Disk",Tiger-Disk #5,td005.zip,http://csdb.dk/getinternalfile.php/76126/td005.zip,Commodore 64
"Tiger-Disk, Tiger Disk",Tiger-Disk #50,td50.zip,http://csdb.dk/getinternalfile.php/75949/td50.zip,Commodore 64
"Tiger-Disk, Tiger Disk",Tiger-Disk #51,td51.zip,http://csdb.dk/getinternalfile.php/40850/td51.zip,Commodore 64
"Tiger-Disk, Tiger Disk",Tiger-Disk #52,td52.zip,http://csdb.dk/getinternalfile.php/40849/td52.zip,Commodore 64
"Tiger-Disk, Tiger Disk",Tiger-Disk #53,tigerdisk53.zip,http://csdb.dk/getinternalfile.php/39622/tiger_disk_53.zip,Commodore 64
"Tiger-Disk, Tiger Disk",Tiger-Disk #54,tigerdisk54.zip,http://csdb.dk/getinternalfile.php/24823/tigerdisk54.zip,Commodore 64
"Tiger-Disk, Tiger Disk",Tiger-Disk #55,td55.zip,http://csdb.dk/getinternalfile.php/76060/td55.zip,Commodore 64
"Tiger-Disk, Tiger Disk",Tiger-Disk #56,td56.zip,http://csdb.dk/getinternalfile.php/76066/td56.zip,Commodore 64
"Tiger-Disk, Tiger Disk",Tiger-Disk #57,td57.zip,http://csdb.dk/getinternalfile.php/76067/td57.zip,Commodore 64
"Tiger-Disk, Tiger Disk",Tiger-Disk #58,"td58.zip, td058full.zip","http://csdb.dk/getinternalfile.php/76068/td58.zip, http://csdb.dk/getinternalfile.php/100320/TD-058_full.zip",Commodore 64
"Tiger-Disk, Tiger Disk",Tiger-Disk #59,td59.zip,http://csdb.dk/getinternalfile.php/76069/td59.zip,Commodore 64
"Tiger-Disk, Tiger Disk",Tiger-Disk #6,td006.zip,http://csdb.dk/getinternalfile.php/76127/td006.zip,Commodore 64
"Tiger-Disk, Tiger Disk",Tiger-Disk #60,td60.zip,http://csdb.dk/getinternalfile.php/76070/td60.zip,Commodore 64
"Tiger-Disk, Tiger Disk",Tiger-Disk #61,td61.zip,http://csdb.dk/getinternalfile.php/76071/td61.zip,Commodore 64
"Tiger-Disk, Tiger Disk",Tiger-Disk #62,td62.zip,http://csdb.dk/getinternalfile.php/76072/td62.zip,Commodore 64
"Tiger-Disk, Tiger Disk",Tiger-Disk #63,td63.zip,http://csdb.dk/getinternalfile.php/76073/td63.zip,Commodore 64
"Tiger-Disk, Tiger Disk",Tiger-Disk #64,td64.zip,http://csdb.dk/getinternalfile.php/76074/td64.zip,Commodore 64
"Tiger-Disk, Tiger Disk",Tiger-Disk #65,"td65.zip, td065full.zip","http://csdb.dk/getinternalfile.php/76075/td65.zip, http://csdb.dk/getinternalfile.php/100436/TD-065_full.zip",Commodore 64
"Tiger-Disk, Tiger Disk",Tiger-Disk #66,td66.zip,http://csdb.dk/getinternalfile.php/76076/td66.zip,Commodore 64
"Tiger-Disk, Tiger Disk",Tiger-Disk #67,td67.zip,http://csdb.dk/getinternalfile.php/76077/td67.zip,Commodore 64
"Tiger-Disk, Tiger Disk",Tiger-Disk #68,td68.zip,http://csdb.dk/getinternalfile.php/76078/td68.zip,Commodore 64
"Tiger-Disk, Tiger Disk",Tiger-Disk #69,td069.zip,http://csdb.dk/getinternalfile.php/76108/td069.zip,Commodore 64
"Tiger-Disk, Tiger Disk",Tiger-Disk #7,td007.zip,http://csdb.dk/getinternalfile.php/76128/td007.zip,Commodore 64
"Tiger-Disk, Tiger Disk",Tiger-Disk #70,td070.zip,http://csdb.dk/getinternalfile.php/76109/td070.zip,Commodore 64
"Tiger-Disk, Tiger Disk",Tiger-Disk #71,td071.zip,http://csdb.dk/getinternalfile.php/100437/TD-071.zip,Commodore 64
"Tiger-Disk, Tiger Disk",Tiger-Disk #72,td072.zip,http://csdb.dk/getinternalfile.php/76112/td072.zip,Commodore 64
"Tiger-Disk, Tiger Disk",Tiger-Disk #73,td073.zip,http://csdb.dk/getinternalfile.php/76113/td073.zip,Commodore 64
"Tiger-Disk, Tiger Disk",Tiger-Disk #74,td074.zip,http://csdb.dk/getinternalfile.php/76114/td074.zip,Commodore 64
"Tiger-Disk, Tiger Disk",Tiger-Disk #75,td075.zip,http://csdb.dk/getinternalfile.php/76115/td075.zip,Commodore 64
"Tiger-Disk, Tiger Disk",Tiger-Disk #76,td076.zip,http://csdb.dk/getinternalfile.php/76117/td076.zip,Commodore 64
"Tiger-Disk, Tiger Disk",Tiger-Disk #77,td077.zip,http://csdb.dk/getinternalfile.php/76118/td077.zip,Commodore 64
"Tiger-Disk, Tiger Disk",Tiger-Disk #78,td078.zip,http://csdb.dk/getinternalfile.php/76119/td078.zip,Commodore 64
"Tiger-Disk, Tiger Disk",Tiger-Disk #79,td079.zip,http://csdb.dk/getinternalfile.php/76120/td079.zip,Commodore 64
"Tiger-Disk, Tiger Disk",Tiger-Disk #8,td008.zip,http://csdb.dk/getinternalfile.php/76129/td008.zip,Commodore 64
"Tiger-Disk, Tiger Disk",Tiger-Disk #80,td80.zip,http://csdb.dk/getinternalfile.php/76079/td80.zip,Commodore 64
"Tiger-Disk, Tiger Disk",Tiger-Disk #81,td81.zip,http://csdb.dk/getinternalfile.php/76080/td81.zip,Commodore 64
"Tiger-Disk, Tiger Disk",Tiger-Disk #82,td82.zip,http://csdb.dk/getinternalfile.php/76081/td82.zip,Commodore 64
"Tiger-Disk, Tiger Disk",Tiger-Disk #83,td83.zip,http://csdb.dk/getinternalfile.php/76082/td83.zip,Commodore 64
"Tiger-Disk, Tiger Disk",Tiger-Disk #84,td84.zip,http://csdb.dk/getinternalfile.php/76083/td84.zip,Commodore 64
"Tiger-Disk, Tiger Disk",Tiger-Disk #85,td85.zip,http://csdb.dk/getinternalfile.php/76084/td85.zip,Commodore 64
"Tiger-Disk, Tiger Disk",Tiger-Disk #86,td86.zip,http://csdb.dk/getinternalfile.php/76085/td86.zip,Commodore 64
"Tiger-Disk, Tiger Disk",Tiger-Disk #87,td87.zip,http://csdb.dk/getinternalfile.php/76086/td87.zip,Commodore 64
"Tiger-Disk, Tiger Disk",Tiger-Disk #88,td88.zip,http://csdb.dk/getinternalfile.php/76087/td88.zip,Commodore 64
"Tiger-Disk, Tiger Disk",Tiger-Disk #89,td89.zip,http://csdb.dk/getinternalfile.php/76088/td89.zip,Commodore 64
"Tiger-Disk, Tiger Disk",Tiger-Disk #9,td009.zip,http://csdb.dk/getinternalfile.php/76131/td009.zip,Commodore 64
"Tiger-Disk, Tiger Disk",Tiger-Disk #90,td90.zip,http://csdb.dk/getinternalfile.php/76089/td90.zip,Commodore 64
"Tiger-Disk, Tiger Disk",Tiger-Disk #91,td91.zip,http://csdb.dk/getinternalfile.php/76090/td91.zip,Commodore 64
"Tiger-Disk, Tiger Disk",Tiger-Disk #92,td92.zip,http://csdb.dk/getinternalfile.php/76092/td92.zip,Commodore 64
"Tiger-Disk, Tiger Disk",Tiger-Disk #93,td93.zip,http://csdb.dk/getinternalfile.php/204934/td93.zip,Commodore 64
"Tiger-Disk, Tiger Disk",Tiger-Disk #94,td094.zip,http://csdb.dk/getinternalfile.php/76107/td094.zip,Commodore 64
"Tiger-Disk, Tiger Disk",Tiger-Disk #95,td95.zip,http://csdb.dk/getinternalfile.php/76093/td95.zip,Commodore 64
"Tiger-Disk, Tiger Disk",Tiger-Disk #96,td96.zip,http://csdb.dk/getinternalfile.php/76094/td96.zip,Commodore 64
"Tiger-Disk, Tiger Disk",Tiger-Disk #97,td97.zip,http://csdb.dk/getinternalfile.php/76095/td97.zip,Commodore 64
"Tiger-Disk, Tiger Disk",Tiger-Disk #98,td98.zip,http://csdb.dk/getinternalfile.php/76096/td98.zip,Commodore 64
"Tiger-Disk, Tiger Disk",Tiger-Disk #99,td99.zip,http://csdb.dk/getinternalfile.php/76097/td99.zip,Commodore 64
"Tiger-Disk, Tiger Disk",Tiger-Disk Best 2,tdbest2.zip,http://csdb.dk/getinternalfile.php/76105/td_best2.zip,Commodore 64
"Tiger-Disk, Tiger Disk",Tiger-Disk English #01,tigerdisk01english.zip,http://csdb.dk/getinternalfile.php/76288/tigerdisk01-english.zip,Commodore 64
"Tiger-Disk, Tiger Disk",Tiger-Disk English #02,tigerdisk02english.zip,http://csdb.dk/getinternalfile.php/76289/tigerdisk02-english.zip,Commodore 64
"Tiger-Disk, Tiger Disk",Two Years Tiger-Disk,tigerdisk2years.zip,http://csdb.dk/getinternalfile.php/76244/tigerdisk_2years.zip,Commodore 64
"X-Dome, X Dome",X-Dome #1,xdome01.zip,http://csdb.dk/getinternalfile.php/61680/X-Dome_01.zip,Commodore 64
"X-Dome, X Dome",X-Dome #2,xdome2.zip,http://csdb.dk/getinternalfile.php/62040/x-dome2.zip,Commodore 64
"X-Dome, X Dome",X-Dome #3,xdome03.zip,http://csdb.dk/getinternalfile.php/92418/X-Dome_03.zip,Commodore 64
"X-Dome, X Dome",X-Dome #4,xdome4.zip,http://csdb.dk/getinternalfile.php/62043/x-dome4.zip,Commodore 64
"X-Dome, X Dome",X-Dome #5,xdome05.zip,http://csdb.dk/getinternalfile.php/62042/X-Dome_05.zip,Commodore 64
"X-Dome, X Dome",X-Dome #6,xdome6.zip,http://csdb.dk/getinternalfile.php/62342/x-dome6.zip,Commodore 64
"X-Dome, X Dome",X-Dome #7,xdome07.zip,http://csdb.dk/getinternalfile.php/65951/X-Dome_07.zip,Commodore 64
"X-Dome, X Dome",X-Dome #8,xdome8.zip,http://csdb.dk/getinternalfile.php/63616/x-dome8.zip,Commodore 64
"X-Dome, X Dome",X-Dome #9,xdome9.zip,http://csdb.dk/getinternalfile.php/62551/x-dome9.zip,Commodore 64
